,Date,Time,TxnCode,OfficeID,Country,Origin,Destination,RoundTrip,NbSegments,Seg1Departure,Seg1Arrival,Seg1Date,Seg1Carrier,Seg1BookingCode,Seg2Departure,Seg2Arrival,Seg2Date,Seg2Carrier,Seg2BookingCode,Seg3Departure,Seg3Arrival,Seg3Date,Seg3Carrier,Seg3BookingCode,Seg4Departure,Seg4Arrival,Seg4Date,Seg4Carrier,Seg4BookingCode,Seg5Departure,Seg5Arrival,Seg5Date,Seg5Carrier,Seg5BookingCode,Seg6Departure,Seg6Arrival,Seg6Date,Seg6Carrier,Seg6BookingCode,From,IsPublishedForNeg,IsFromInternet,IsFromVista,TerminalID,InternetOffice,booked
1222,2013-01-02,17:33:58,MPT,440642a9bdaeb6287f826cefd73255e8,US,LAX,SJD,0.0,1.0,LAX,SJD,2013-01-09,P4,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1225,2013-01-02,02:21:00,FQD,1ee479f5d8e435942d95363363634aee,DE,LIN,FCO,1.0,2.0,LIN,FCO,2013-03-15,,,FCO,LIN,2013-03-15,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,a4eb5cfc8deb53313bf952900add72d3,FRA,1.0
1235,2013-01-02,06:21:23,CAL,6ec95b5d47a8864fb45dd8c2265b4462,AU,MEL,LHR,1.0,2.0,MEL,LHR,2013-03-04,,,LHR,MEL,2013-03-26,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
1245,2013-01-02,18:42:17,MTP,236cbf458f79dbb9d5e9c9430438c3db,US,BOS,PVG,1.0,2.0,BOS,PVG,2013-01-24,,,PVG,BOS,2013-02-01,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1247,2013-01-02,21:11:41,MPT,e175ff926640d0f543bb15f8b4a88ed0,US,JFK,FCO,1.0,2.0,JFK,FCO,2013-01-27,MY,,FCO,JFK,2013-05-04,MY,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LGA,1.0
1249,2013-01-02,21:18:54,MPT,624d8c3ac0b3a7ca03e3c167e0f48327,DE,MUC,TXL,1.0,2.0,MUC,TXL,2013-02-15,YU,,TXL,MUC,2013-02-18,YU,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
1255,2013-01-02,21:05:50,FXA,4014b98b900d9d8620abcfce2028e66d,NO,SVG,OSL,1.0,3.0,SVG,OSL,2013-01-08,DU,C,OSL,LHR,2013-01-09,LK,J,LGW,SVG,2013-01-10,NJ,D,,,,,,,,,,,,,,,,1ASI,0,0,0,b720315752f6f549c6266baa20303354,OSL,1.0
1260,2013-01-02,14:52:03,MPT,25abb7ad4526d23ce71ee53ab80140f5,US,BOS,DCA,1.0,2.0,BOS,DCA,2013-01-14,KK,,DCA,BOS,2013-01-14,KK,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAX,1.0
1261,2013-01-02,18:29:48,FXB,b9523a1633d8bf9a6055feb1542c9603,ES,MAD,PVG,0.0,5.0,MAD,CDG,2013-02-05,KP,J,CDG,PVG,2013-02-05,KP,P,PVG,CDG,2013-02-20,KP,P,CDG,MAD,2013-02-20,KP,J,MAD,ACE,2013-02-21,FI,C,,,,,,1ASI,0,0,0,780560cce6af780f64945a64c090eb05,ACE,1.0
1282,2013-01-02,15:43:38,MTP,6cd4e5a8b525a8170f222625b1168f46,EG,CAI,MUC,0.0,1.0,CAI,MUC,2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CAI,1.0
1309,2013-01-02,11:19:00,MTP,8573c13ce0dbbf54483cfa72acbadfd3,FR,CDG,BKK,1.0,2.0,CDG,BKK,2013-01-05,,,BKK,CDG,2013-02-04,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
1343,2013-01-02,23:10:35,FCP,7fa90be582577257ca6271d9ecb55b7c,TH,BKK,CNX,0.0,1.0,BKK,CNX,2013-01-17,EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BKK,1.0
1361,2013-01-02,07:07:00,FQD,a64a1ca2be404bcb48aab88d46df28bf,IL,SIN,BKK,1.0,2.0,SIN,BKK,,,,BKK,SIN,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,15c10ad1108f2b930f7efd6d96acd7b8,TLV,1.0
1387,2013-01-02,01:37:14,MPT,440642a9bdaeb6287f826cefd73255e8,US,ORD,CAI,1.0,2.0,ORD,CAI,2013-06-11,YD,,CAI,ORD,2013-08-19,YD,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1391,2013-01-02,05:59:17,FCP,3565e31495ecfd46fa018339d20382b1,SA,DMM,JED,0.0,1.0,DMM,JED,2013-01-03,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
1400,2013-01-02,02:15:09,MPC,440642a9bdaeb6287f826cefd73255e8,US,ICN,ORD,0.0,1.0,ICN,ORD,2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1405,2013-01-02,15:01:00,MPT,2f9d10dbf02fd449702df6eae636fe6a,FR,BCN,ZRH,1.0,2.0,BCN,ZRH,2013-01-21,,,ZRH,BCN,2013-01-22,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
1408,2013-01-02,19:43:30,MPT,3561a60621de06ab1badc8ca55699ef3,US,ATL,SFO,1.0,2.0,ATL,SFO,2013-03-25,,,SFO,ATL,2013-03-31,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
1410,2013-01-02,16:33:38,FXP,83b9256e19b64b359fd1ce5f53b51575,IT,JFK,FCO,0.0,2.0,JFK,FCO,2013-01-10,KK,J,FCO,NAP,2013-01-11,KK,Y,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,c76fabe2d4725d8f47c1d2cfac41ca71,NAP,1.0
1425,2013-01-02,09:23:28,CCP,bca01624fcac2f6470de7ec5d57ba55a,AU,SYD,LAX,0.0,1.0,SYD,LAX,2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
1427,2013-01-02,15:59:11,MPT,3561a60621de06ab1badc8ca55699ef3,US,DEN,PHX,1.0,2.0,DEN,PHX,2013-02-09,,,PHX,DEN,2013-02-21,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
1434,2013-01-02,15:43:15,MPT,128770c6c9a3a80f33161b5100fa4037,ES,FRA,DPS,1.0,2.0,FRA,DPS,2013-04-29,,,DPS,FRA,2013-05-21,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PMI,1.0
1435,2013-01-02,03:30:47,MPT,b695299cc14ddcd1e31f1c922b3e258c,US,LAX,MIA,1.0,2.0,LAX,MIA,2013-04-07,,,MIA,LAX,2013-04-13,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SJC,1.0
1441,2013-01-02,00:29:51,MPT,624d8c3ac0b3a7ca03e3c167e0f48327,DE,FRA,BKK,1.0,2.0,FRA,BKK,2013-01-11,KS,,BKK,FRA,2013-02-04,KS,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
1449,2013-01-02,10:11:35,FCP,3565e31495ecfd46fa018339d20382b1,SA,AJF,JED,0.0,1.0,AJF,JED,2013-01-11,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
1462,2013-01-02,19:37:16,FCP,3565e31495ecfd46fa018339d20382b1,SA,GIZ,JED,0.0,1.0,GIZ,JED,2013-01-12,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
1465,2013-01-02,20:46:23,MPT,84d45f6fb4344fb462055952f2ee6358,GB,LHR,SYD,1.0,2.0,LHR,SYD,2013-08-01,,,SYD,LHR,2013-08-15,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
1466,2013-01-02,04:02:47,FXA,cde2816fe74b94f605a8383361288116,SG,MNL,SIN,1.0,2.0,MNL,SIN,2013-08-13,AC,J,SIN,MNL,2013-08-15,AC,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,ed28d41401ab62167702f92ce07c0277,SIN,1.0
1470,2013-01-02,10:13:44,MPT,657f25ccd0a4120f111ff0014bd1816f,NO,TRD,OSL,1.0,2.0,TRD,OSL,2013-02-08,JJ,,OSL,TRD,2013-02-10,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,OSL,1.0
1476,2013-01-02,12:18:42,MPT,50c54b52322080d2c257390f714f91bd,ES,OPO,LUX,0.0,1.0,OPO,LUX,2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
1489,2013-01-02,03:33:32,MTP,b203499c56a0f5bf8e5e2d94b77b96ca,SG,SIN,DEL,1.0,2.0,SIN,DEL,2013-02-21,,,DEL,SIN,2013-02-23,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SIN,1.0
1491,2013-01-02,10:56:06,MPT,c67abd6f0b032ef75348ecbecb4cb276,FR,CDG,BKK,1.0,2.0,CDG,BKK,2013-01-18,HJ,,BKK,CDG,2013-02-09,HJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
1510,2013-01-02,11:47:20,FXR,5a19f3ca98e3b57d38138fd756ecd156,GB,LHR,JNB,1.0,4.0,LHR,AMS,2013-01-18,UV,J,AMS,JNB,2013-01-18,UV,J,JNB,AMS,2013-02-17,UV,J,AMS,LHR,2013-02-18,UV,J,,,,,,,,,,,1ASI,0,0,0,14ab7b8b237f9db16cc47b2d67a57bc8,MAN,1.0
1520,2013-01-02,19:43:11,FXP,2a58dd415827be516ee8249328283b38,GB,DFW,JFK,1.0,2.0,DFW,JFK,2013-01-06,KK,F,JFK,DFW,2013-02-02,KK,F,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,e901e30b7eb00127bb6ffe9a53025665,MAN,1.0
1525,2013-01-02,19:40:10,MPT,b695299cc14ddcd1e31f1c922b3e258c,US,BOS,VCE,1.0,2.0,BOS,VCE,2013-08-21,KL,,FCO,BOS,2013-09-03,KL,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SJC,1.0
1529,2013-01-02,18:47:33,MTP,71e66009ad95acf45f9d4a8cdd7f3442,IN,BOM,BLR,0.0,1.0,BOM,BLR,2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,DEL,1.0
1532,2013-01-02,21:00:53,FQP,cfa8a13b3e1946f71de78e0e68f16ec1,AU,BNE,PER,0.0,1.0,BNE,PER,2013-01-29,BP,K,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BNE,1.0
1534,2013-01-02,03:46:48,MPT,f976842f00052a55080c5ea015cd728c,US,LAX,GDL,1.0,2.0,LAX,GDL,2013-05-02,,,GDL,LAX,2013-05-18,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SFO,1.0
1540,2013-01-02,19:00:06,FXP,bc26f42365787e3092d405e67d6567e4,EG,CAI,JED,1.0,2.0,CAI,JED,2013-01-12,WD,S,JED,CAI,2013-01-18,WD,U,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CAI,1.0
1547,2013-01-02,11:44:29,MPT,90f3f7e7b71c5a23dcac310e9acab454,US,DTW,MBJ,1.0,2.0,DTW,MBJ,2013-03-29,DF,,MBJ,DTW,2013-04-05,DF,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
1549,2013-01-02,18:51:50,MPT,715773658985f59706880801440e0678,FI,AMS,CPT,1.0,2.0,AMS,CPT,2013-02-28,,,CPT,AMS,2013-03-15,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HEL,1.0
1557,2013-01-02,15:18:19,MPT,6ece2c67edd34c46fe75a1d991c2e059,GB,MAN,EWR,0.0,1.0,MAN,EWR,2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
1560,2013-01-02,18:30:55,MPT,43e7668e3e4f11dfe8a0867d4ad95d46,DE,VVO,PEK,1.0,2.0,VVO,PEK,2013-06-01,,,PEK,VVO,2013-06-29,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FMO,1.0
1563,2013-01-02,20:08:09,MPT,77db943d16ae24bc18eea1a0d7b40f4b,ES,MAD,UIO,0.0,1.0,MAD,UIO,2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,VLC,1.0
1582,2013-01-02,12:12:49,FFP,8e26311e3f5deaceabc65406c823f84d,DE,CGN,BUD,0.0,1.0,CGN,BUD,2013-02-15,7V,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BER,1.0
1590,2013-01-02,19:15:47,FXR,a3ab256abb78596dad0f7a49091a9829,GB,LHR,SIN,1.0,4.0,LHR,HKG,2013-04-13,MI,F,HKG,SIN,2013-04-14,MI,J,SIN,HKG,2013-05-04,MI,J,HKG,LHR,2013-05-05,MI,F,,,,,,,,,,,1ASI,0,0,0,e463e440a3ac60cf514cb2677206d720,LON,1.0
1593,2013-01-02,08:51:48,MPT,abad92d5dd1f2cea8748bb2013a92ccb,GB,LHR,PHX,1.0,2.0,LHR,PHX,2013-01-08,YD,,PHX,LHR,2013-01-11,YD,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
1595,2013-01-02,09:16:13,MPT,440642a9bdaeb6287f826cefd73255e8,US,LHR,LAX,1.0,2.0,LHR,LAX,2013-04-03,MK,,LAX,LHR,2013-04-07,MK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1598,2013-01-02,19:11:38,MPT,440642a9bdaeb6287f826cefd73255e8,US,MXP,LIM,1.0,2.0,MXP,LIM,2013-07-21,,,LIM,MXP,2013-09-14,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1602,2013-01-02,09:57:51,MPT,316a3950380fd61a9a400089cd632b7a,ES,MAD,GVA,0.0,1.0,MAD,GVA,2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PMI,1.0
1604,2013-01-02,17:06:34,MPT,0bda63f1f542daa78264df28c95fbb6d,NL,FRA,BKK,1.0,2.0,FRA,BKK,2013-06-08,,,BKK,FRA,2013-06-29,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AMS,1.0
1614,2013-01-02,18:31:09,MPT,8b7e64cdcd36040a7095de9bf966630f,TR,IST,DUS,0.0,1.0,IST,DUS,2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,IST,1.0
1619,2013-01-02,14:57:58,MPT,50c54b52322080d2c257390f714f91bd,ES,LPA,MAD,0.0,1.0,LPA,MAD,2013-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
1643,2013-01-02,09:28:25,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,MNL,CEB,1.0,2.0,MNL,CEB,2013-01-07,,,CEB,MNL,2013-01-10,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAS,1.0
1644,2013-01-02,12:51:33,CAL,cb028e2166a95168fee7d483a463ae54,DE,HAM,FRA,1.0,2.0,HAM,FRA,2013-01-14,7U,,FRA,HAM,2013-01-14,7U,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
1653,2013-01-02,12:20:15,FXB,f58084e0752b862333405c6fdb22767a,TN,TUN,ORY,0.0,1.0,TUN,ORY,2013-01-09,EF,C,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,0efc1c2704fd5526f27fd9604dbbd6cf,TUN,1.0
1674,2013-01-02,11:46:32,FQP,8253962d0324aa0edddaf4d0f7a96c9c,NO,AES,BGO,1.0,3.0,AES,BGO,2013-02-05,DU,U,BGO,OSL,2013-02-06,DU,H,OSL,AES,2013-02-06,DU,H,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,OSL,1.0
1676,2013-01-02,19:57:44,CAL,c5152f20dcf4f2240e5cf2342b211f51,CH,GVA,USM,1.0,2.0,GVA,USM,2013-02-28,JJ,,USM,GVA,2013-04-06,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,ZRH,1.0
1685,2013-01-02,20:28:10,FFP,71fbd468b2232a832e9c75f3b32d77e7,IN,DEL,BRU,1.0,2.0,DEL,BRU,2013-08-08,KJ,,BRU,DEL,2013-08-29,KJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,DEL,1.0
1696,2013-01-02,00:17:13,MPT,f01c88dfa559ee70bbe10b6d3de3d47b,US,JFK,CDG,1.0,2.0,JFK,CDG,2013-02-03,KJ,,CDG,JFK,2013-02-10,KJ,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAX,1.0
1706,2013-01-02,17:54:21,FXA,cdba094e7cb80ec0e72ebbc2bfe7d9cd,CO,MDE,CTG,1.0,2.0,MDE,CTG,2013-01-12,KG,C,CTG,MDE,2013-01-15,KG,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BOG,1.0
1708,2013-01-02,17:51:08,MPT,abad92d5dd1f2cea8748bb2013a92ccb,GB,DEL,LHR,0.0,1.0,DEL,LHR,2013-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
1715,2013-01-02,12:48:18,MPT,9f957bf4e85a1d4ba71a39f553949dde,ES,LIS,MAD,1.0,2.0,LIS,MAD,2013-01-08,,,MAD,LIS,2013-01-12,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
1728,2013-01-02,18:09:17,MPT,715773658985f59706880801440e0678,FI,HEL,AMS,1.0,2.0,HEL,AMS,2013-04-18,,,AMS,HEL,2013-04-24,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HEL,1.0
1729,2013-01-02,20:49:59,MPT,440642a9bdaeb6287f826cefd73255e8,US,JFK,LHR,1.0,2.0,JFK,LHR,2013-04-12,KK,,LHR,JFK,2013-04-22,KK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1737,2013-01-02,08:51:18,MPT,440642a9bdaeb6287f826cefd73255e8,US,ZRH,KEF,1.0,2.0,ZRH,KEF,2013-08-24,,,KEF,ZRH,2013-09-08,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1738,2013-01-02,15:12:13,MPT,202f3ca4ea3e3fd5d2af8bde63b06988,AT,VIE,AMS,1.0,2.0,VIE,AMS,2013-04-25,,,AMS,VIE,2013-05-01,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,INN,1.0
1748,2013-01-02,19:28:15,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,JFK,CFU,1.0,2.0,JFK,CFU,2013-08-02,,,ATH,JFK,2013-09-06,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAS,1.0
1756,2013-01-02,02:41:15,MPT,440642a9bdaeb6287f826cefd73255e8,US,SYD,MEL,1.0,2.0,SYD,MEL,2013-01-18,TB,,MEL,SYD,2013-01-20,TB,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1762,2013-01-02,01:28:15,FXP,3415ca22f75ce4c4d3ea19b9aa71c02c,KR,ICN,HKG,1.0,2.0,ICN,HKG,2013-02-23,UO,Q,HKG,ICN,2013-02-25,UO,Q,,,,,,,,,,,,,,,,,,,,,KE0FQ,0,0,0,99064ba6631e279d4a74622df99657d6,SEL,1.0
1792,2013-01-02,20:59:13,MPT,3757a6d9ecee6edc2895b0582053e27b,AU,SYD,LAS,1.0,2.0,SYD,LAS,2013-10-04,,,LAS,SYD,2013-10-11,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BNE,1.0
1802,2013-01-02,00:19:17,MPT,b040b4f8bf3fd5b4d9bf333f64afcd69,GB,LHR,SFO,1.0,2.0,LHR,SFO,2013-01-30,,,SFO,LHR,2013-02-06,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
1804,2013-01-02,16:52:27,CCP,1722290df1e162d326280c5d4a82657b,CO,CLO,BOG,0.0,1.0,CLO,BOG,2013-01-06,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BOG,1.0
1813,2013-01-02,14:59:46,MPT,624d8c3ac0b3a7ca03e3c167e0f48327,DE,FRA,LCA,1.0,2.0,FRA,LCA,2013-06-01,FV,,LCA,FRA,2013-06-06,FV,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
1819,2013-01-02,11:35:32,MPT,5948227da5421a03c0c4251dda03df5c,ES,MAD,CPH,1.0,2.0,MAD,CPH,2013-02-08,,,CPH,MAD,2013-02-10,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
1825,2013-01-02,10:53:33,CCP,64c0d5423798442a29a70a73b2e9b185,GB,BHX,CPH,0.0,1.0,BHX,CPH,2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
1826,2013-01-02,15:07:26,FFP,546d53634ea4de2f76c45947318bb7ff,LB,BEY,CDG,1.0,2.0,BEY,CDG,2013-01-05,,,CDG,BEY,2013-01-12,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BEY,1.0
1841,2013-01-02,18:58:41,MPT,440642a9bdaeb6287f826cefd73255e8,US,VIE,AMS,1.0,2.0,VIE,AMS,2013-02-04,AM,,AMS,VIE,2013-02-09,AM,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1849,2013-01-02,02:03:46,MTP,7f756d89441bf77ca6cfc2c69e358aa8,ES,MAD,AMS,1.0,2.0,MAD,AMS,2013-02-23,,,AMS,MAD,2013-03-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
1862,2013-01-02,17:01:44,MPT,440642a9bdaeb6287f826cefd73255e8,US,GYE,MIA,1.0,2.0,GYE,MIA,2013-05-01,MW,,MIA,GYE,2013-05-04,MW,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1865,2013-01-02,22:20:03,FXP,40ae285c1f81620812b0b4a511fb6ea1,GB,LHR,DXB,1.0,2.0,LHR,DXB,2013-08-09,LK,F,DXB,LHR,2013-08-24,LK,F,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,a72a061befeecc1fe6a4ca4c84864eb3,LON,1.0
1866,2013-01-02,19:24:07,MPC,440642a9bdaeb6287f826cefd73255e8,US,SIN,BKK,0.0,1.0,SIN,BKK,2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
1870,2013-01-02,15:04:05,FXP,8d2a1e767a6c0231e998716660848886,CA,IAH,DEN,0.0,2.0,IAH,DEN,2013-01-03,KM,C,DEN,YYZ,2013-01-03,KM,Y,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,YYZ,1.0
1872,2013-01-02,12:53:50,FXR,6d5d6b96976e97d95c93d5ad28163013,ES,MAD,GYE,1.0,2.0,MAD,GYE,2013-02-15,SL,J,GYE,MAD,2013-04-15,SL,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,49a63d383babbef83f4537e61dc59cc9,MAD,1.0
1886,2013-01-02,11:26:03,MPT,7bccd1a134d671fd69258d4fa6a006d2,DE,VIE,AMS,1.0,2.0,VIE,AMS,2013-01-21,,,AMS,VIE,2013-01-23,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BER,1.0
1890,2013-01-02,14:24:37,MPT,440642a9bdaeb6287f826cefd73255e8,US,JFK,LHR,1.0,2.0,JFK,LHR,2013-01-09,DK,,LHR,JFK,2013-01-16,DK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
